order_id,transaction_type,processing_time(day),delivery_estimate(day),late_delivery_risk,delivery_status,order_status,shipping_mode
01427,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01428,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01429,Debit,2,1,1,Late Delivery,On Hold,First Class
01430,Debit,2,1,1,Late Delivery,Complete,First Class
01431,Cash,2,1,1,Late Delivery,Closed,First Class
01433,Transfer,4,2,1,Late Delivery,Pending,Second Class
01434,Debit,2,1,1,Late Delivery,Complete,First Class
01435,Transfer,2,1,0,Shipping Canceled,Canceled,First Class
01437,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
01438,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01439,Debit,5,4,1,Late Delivery,Complete,Standard Class
01440,Debit,6,4,1,Late Delivery,Complete,Standard Class
01441,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01442,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01443,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
01444,Debit,5,4,1,Late Delivery,Complete,Standard Class
01445,Debit,6,4,1,Late Delivery,Complete,Standard Class
01447,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
01449,Debit,0,0,0,Shipping On Time,Complete,Same Day
01450,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
01451,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01452,Debit,2,1,1,Late Delivery,Complete,First Class
01453,Cash,4,2,1,Late Delivery,Closed,Second Class
01454,Cash,5,2,1,Late Delivery,Closed,Second Class
01455,Debit,6,4,1,Late Delivery,On Hold,Standard Class
01456,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01457,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
01458,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01459,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
01460,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01461,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01462,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01464,Debit,5,4,1,Late Delivery,Complete,Standard Class
01465,Transfer,6,4,1,Late Delivery,Processing,Standard Class
01466,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01467,Cash,3,4,0,Advance Shipping,Closed,Standard Class
01469,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
01470,Cash,6,2,1,Late Delivery,Closed,Second Class
01471,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
01473,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
01475,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01476,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01477,Cash,2,1,1,Late Delivery,Closed,First Class
01478,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01479,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01480,Transfer,6,2,1,Late Delivery,Processing,Second Class
01481,Debit,2,2,0,Shipping On Time,Complete,Second Class
01482,Transfer,3,2,1,Late Delivery,Pending,Second Class
01483,Debit,4,2,1,Late Delivery,Complete,Second Class
01484,Debit,5,4,1,Late Delivery,Complete,Standard Class
01485,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01486,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01487,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01488,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
01490,Debit,6,2,1,Late Delivery,Complete,Second Class
01492,Transfer,3,2,0,Shipping Canceled,Suspected Fraud,Second Class
01495,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01496,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01498,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01499,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01500,Cash,6,4,1,Late Delivery,Closed,Standard Class
01501,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01502,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01503,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
01504,Cash,5,4,1,Late Delivery,Closed,Standard Class
01505,Debit,6,4,1,Late Delivery,Complete,Standard Class
01506,Transfer,2,1,1,Late Delivery,Processing,First Class
01507,Transfer,2,1,1,Late Delivery,Processing,First Class
01508,Debit,2,1,1,Late Delivery,On Hold,First Class
01509,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
01510,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
01512,Transfer,2,1,1,Late Delivery,Processing,First Class
01513,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01514,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
01515,Debit,6,2,1,Late Delivery,Complete,Second Class
01516,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
01517,Transfer,3,2,1,Late Delivery,Processing,Second Class
01518,Debit,4,2,1,Late Delivery,On Hold,Second Class
01519,Debit,5,2,1,Late Delivery,Complete,Second Class
01520,Debit,6,2,1,Late Delivery,Complete,Second Class
01521,Debit,2,2,0,Shipping On Time,Complete,Second Class
01522,Debit,3,2,1,Late Delivery,Complete,Second Class
01523,Transfer,4,2,1,Late Delivery,Processing,Second Class
01524,Debit,5,2,1,Late Delivery,Complete,Second Class
01525,Debit,2,1,1,Late Delivery,Complete,First Class
01526,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01527,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01528,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
01529,Debit,5,4,1,Late Delivery,On Hold,Standard Class
01530,Debit,6,4,1,Late Delivery,Complete,Standard Class
01532,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01533,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01534,Payment,5,4,1,Late Delivery,Payment Review,Standard Class
01536,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01538,Transfer,4,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01539,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01541,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01542,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
01543,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
01544,Transfer,2,1,1,Late Delivery,Processing,First Class
01546,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
01547,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01548,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01549,Debit,5,4,1,Late Delivery,Complete,Standard Class
01553,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01554,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
01555,Debit,6,2,1,Late Delivery,Complete,Second Class
01557,Debit,3,2,1,Late Delivery,Complete,Second Class
01558,Transfer,4,2,0,Shipping Canceled,Suspected Fraud,Second Class
01560,Cash,6,4,1,Late Delivery,Closed,Standard Class
01561,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01562,Payment,3,4,0,Advance Shipping,Payment Review,Standard Class
01563,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01564,Cash,5,4,1,Late Delivery,Closed,Standard Class
01565,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01566,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01567,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01569,Debit,5,4,1,Late Delivery,Complete,Standard Class
01570,Transfer,6,4,1,Late Delivery,Processing,Standard Class
01571,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01573,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01574,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
01575,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
01576,Transfer,2,2,0,Shipping On Time,Processing,Second Class
01577,Debit,3,2,1,Late Delivery,Complete,Second Class
01579,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01580,Transfer,6,4,1,Late Delivery,Processing,Standard Class
01581,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01582,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01583,Cash,4,2,1,Late Delivery,Closed,Second Class
01584,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
01585,Transfer,6,2,1,Late Delivery,Processing,Second Class
01586,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01587,Debit,3,2,1,Late Delivery,Complete,Second Class
01588,Debit,2,1,1,Late Delivery,On Hold,First Class
01591,Debit,2,2,0,Shipping On Time,Complete,Second Class
01592,Transfer,2,1,1,Late Delivery,Pending,First Class
01593,Transfer,4,4,0,Shipping Canceled,Canceled,Standard Class
01595,Cash,6,4,1,Late Delivery,Closed,Standard Class
01596,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01597,Transfer,3,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01598,Transfer,4,4,0,Shipping Canceled,Canceled,Standard Class
01599,Debit,5,4,1,Late Delivery,Complete,Standard Class
01600,Transfer,6,4,1,Late Delivery,Processing,Standard Class
01602,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01604,Debit,0,0,0,Shipping On Time,Complete,Same Day
01606,Cash,2,2,0,Shipping On Time,Closed,Second Class
01607,Debit,3,2,1,Late Delivery,Complete,Second Class
01608,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01610,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01611,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01612,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01613,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01614,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
01615,Debit,6,4,1,Late Delivery,Complete,Standard Class
01616,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01617,Cash,3,4,0,Advance Shipping,Closed,Standard Class
01618,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01619,Debit,5,4,1,Late Delivery,Complete,Standard Class
01620,Debit,6,4,1,Late Delivery,Complete,Standard Class
01621,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
01623,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01624,Debit,5,4,1,Late Delivery,Complete,Standard Class
01626,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01627,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01628,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01630,Debit,6,4,1,Late Delivery,Complete,Standard Class
01631,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01632,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
01634,Transfer,5,4,1,Late Delivery,Processing,Standard Class
01635,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01636,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01637,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01638,Transfer,4,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01639,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
01640,Cash,6,4,1,Late Delivery,Closed,Standard Class
01641,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01642,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
01643,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01645,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01647,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
01648,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01649,Debit,5,4,1,Late Delivery,Complete,Standard Class
01652,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01653,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01654,Debit,5,4,1,Late Delivery,Complete,Standard Class
01655,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01656,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01658,Transfer,2,1,1,Late Delivery,Pending,First Class
01659,Transfer,2,1,1,Late Delivery,Pending,First Class
01660,Debit,6,4,1,Late Delivery,Complete,Standard Class
01661,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01662,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01663,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01665,Debit,6,4,1,Late Delivery,Complete,Standard Class
01666,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01667,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01668,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
01669,Transfer,5,4,1,Late Delivery,Processing,Standard Class
01670,Debit,6,4,1,Late Delivery,Complete,Standard Class
01671,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01672,Debit,0,0,0,Shipping On Time,Complete,Same Day
01673,Debit,0,0,0,Shipping On Time,Complete,Same Day
01674,Debit,2,1,1,Late Delivery,Complete,First Class
01675,Transfer,2,1,1,Late Delivery,Pending,First Class
01676,Debit,2,1,1,Late Delivery,Complete,First Class
01677,Debit,2,1,1,Late Delivery,Complete,First Class
01678,Debit,2,1,1,Late Delivery,Complete,First Class
01679,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01680,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01681,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01682,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01683,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01684,Debit,5,2,1,Late Delivery,Complete,Second Class
01685,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01686,Cash,2,2,0,Shipping On Time,Closed,Second Class
01687,Cash,3,2,1,Late Delivery,Closed,Second Class
01689,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01690,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01691,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01693,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
01694,Debit,5,4,1,Late Delivery,Complete,Standard Class
01695,Transfer,6,4,1,Late Delivery,Processing,Standard Class
01696,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01700,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01701,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01702,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01703,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
01704,Debit,5,4,1,Late Delivery,Complete,Standard Class
01705,Transfer,6,4,1,Late Delivery,Processing,Standard Class
01706,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01707,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01708,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01709,Debit,5,4,1,Late Delivery,Complete,Standard Class
01710,Cash,6,4,1,Late Delivery,Closed,Standard Class
01711,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01712,Debit,3,2,1,Late Delivery,Complete,Second Class
01713,Transfer,2,1,1,Late Delivery,Processing,First Class
01714,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01715,Debit,6,2,1,Late Delivery,Complete,Second Class
01716,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
01717,Transfer,3,2,1,Late Delivery,Processing,Second Class
01718,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01719,Debit,5,4,1,Late Delivery,On Hold,Standard Class
01720,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01721,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01722,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
01723,Cash,4,2,1,Late Delivery,Closed,Second Class
01724,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
01725,Cash,0,0,0,Shipping On Time,Closed,Same Day
01726,Cash,2,1,1,Late Delivery,Closed,First Class
01727,Debit,3,2,1,Late Delivery,Complete,Second Class
01728,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01729,Debit,5,4,1,Late Delivery,Complete,Standard Class
01730,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01731,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
01733,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01734,Payment,5,4,1,Late Delivery,Payment Review,Standard Class
01735,Payment,6,4,1,Late Delivery,Payment Review,Standard Class
01736,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01738,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01739,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
01741,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01742,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01743,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01744,Debit,5,4,1,Late Delivery,Complete,Standard Class
01745,Debit,6,4,1,Late Delivery,Complete,Standard Class
01746,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01747,Transfer,3,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01748,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
01750,Debit,6,4,1,Late Delivery,On Hold,Standard Class
01751,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01752,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01753,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01754,Cash,5,4,1,Late Delivery,Closed,Standard Class
01755,Debit,6,4,1,Late Delivery,Complete,Standard Class
01756,Transfer,2,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01758,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
01759,Transfer,1,0,1,Late Delivery,Processing,Same Day
01760,Transfer,1,0,1,Late Delivery,Pending,Same Day
01761,Transfer,2,1,1,Late Delivery,Processing,First Class
01763,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01764,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01765,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01766,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
01767,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
01768,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01769,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01770,Debit,6,4,1,Late Delivery,On Hold,Standard Class
01771,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01772,Transfer,3,2,1,Late Delivery,Processing,Second Class
01773,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01774,Debit,5,2,1,Late Delivery,Complete,Second Class
01775,Debit,6,2,1,Late Delivery,Complete,Second Class
01776,Transfer,2,4,0,Shipping Canceled,Canceled,Standard Class
01777,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01778,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01779,Debit,2,1,1,Late Delivery,Complete,First Class
01780,Transfer,2,1,1,Late Delivery,Processing,First Class
01781,Transfer,2,2,0,Shipping On Time,Processing,Second Class
01782,Debit,3,2,1,Late Delivery,Complete,Second Class
01783,Cash,2,1,1,Late Delivery,Closed,First Class
01784,Transfer,5,4,1,Late Delivery,Processing,Standard Class
01785,Debit,6,4,1,Late Delivery,Complete,Standard Class
01786,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01787,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01788,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01790,Transfer,2,1,1,Late Delivery,Processing,First Class
01793,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
01794,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01795,Debit,2,1,1,Late Delivery,Complete,First Class
01797,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
01798,Payment,4,2,1,Late Delivery,Pending Payment,Second Class
01799,Debit,5,2,1,Late Delivery,Complete,Second Class
01800,Debit,2,1,1,Late Delivery,Complete,First Class
01801,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01803,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01804,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01805,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01806,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01807,Transfer,3,2,1,Late Delivery,Processing,Second Class
01809,Debit,5,4,1,Late Delivery,Complete,Standard Class
01811,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
01812,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01813,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01814,Debit,0,0,0,Shipping On Time,On Hold,Same Day
01815,Debit,6,4,1,Late Delivery,Complete,Standard Class
01816,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01818,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01819,Debit,5,4,1,Late Delivery,Complete,Standard Class
01820,Debit,6,4,1,Late Delivery,Complete,Standard Class
01821,Transfer,1,0,1,Late Delivery,Processing,Same Day
01822,Debit,2,1,1,Late Delivery,Complete,First Class
01823,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01824,Transfer,2,1,1,Late Delivery,Processing,First Class
01825,Debit,2,1,1,Late Delivery,Complete,First Class
01826,Transfer,2,1,1,Late Delivery,Processing,First Class
01827,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01830,Debit,6,4,1,Late Delivery,Complete,Standard Class
01831,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
01832,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01833,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01834,Debit,5,4,1,Late Delivery,Complete,Standard Class
01835,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
01836,Debit,2,2,0,Shipping On Time,Complete,Second Class
01838,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01839,Cash,5,4,1,Late Delivery,Closed,Standard Class
01840,Cash,2,1,1,Late Delivery,Closed,First Class
01841,Debit,2,1,1,Late Delivery,Complete,First Class
01842,Debit,2,1,1,Late Delivery,On Hold,First Class
01843,Debit,2,1,1,Late Delivery,Complete,First Class
01845,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01846,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01847,Cash,3,4,0,Advance Shipping,Closed,Standard Class
01848,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01849,Transfer,5,4,0,Shipping Canceled,Canceled,Standard Class
01850,Cash,6,4,1,Late Delivery,Closed,Standard Class
01851,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01852,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01853,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01854,Transfer,5,4,1,Late Delivery,Pending,Standard Class
01855,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01856,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01857,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
01858,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01859,Transfer,5,4,0,Shipping Canceled,Canceled,Standard Class
01861,Cash,2,4,0,Advance Shipping,Closed,Standard Class
01863,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01865,Debit,6,4,1,Late Delivery,Complete,Standard Class
01866,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
01868,Cash,4,4,0,Shipping On Time,Closed,Standard Class
01869,Debit,5,4,1,Late Delivery,On Hold,Standard Class
01870,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01871,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
01872,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
01873,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01874,Debit,5,4,1,Late Delivery,Complete,Standard Class
01875,Debit,6,4,1,Late Delivery,Complete,Standard Class
01876,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
01877,Debit,3,4,0,Advance Shipping,Complete,Standard Class
01878,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01879,Transfer,5,4,1,Late Delivery,Processing,Standard Class
01880,Debit,6,4,1,Late Delivery,Complete,Standard Class
01881,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01882,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
01883,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01884,Debit,5,4,1,Late Delivery,Complete,Standard Class
01885,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01886,Debit,2,4,0,Advance Shipping,Complete,Standard Class
01888,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01890,Debit,6,4,1,Late Delivery,Complete,Standard Class
01891,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01892,Cash,2,1,1,Late Delivery,Closed,First Class
01893,Cash,2,1,1,Late Delivery,Closed,First Class
01895,Transfer,6,4,1,Late Delivery,Pending,Standard Class
01896,Cash,2,2,0,Shipping On Time,Closed,Second Class
01898,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01899,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01900,Payment,2,1,1,Late Delivery,Pending Payment,First Class
01901,Debit,2,2,0,Shipping On Time,Complete,Second Class
01902,Debit,3,2,1,Late Delivery,Complete,Second Class
01903,Cash,4,2,1,Late Delivery,Closed,Second Class
01904,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
01905,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01907,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
01908,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01910,Transfer,1,0,1,Late Delivery,Processing,Same Day
01911,Cash,1,0,1,Late Delivery,Closed,Same Day
01912,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
01913,Debit,2,1,1,Late Delivery,On Hold,First Class
01914,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
01915,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01916,Transfer,2,4,0,Shipping Canceled,Suspected Fraud,Standard Class
01918,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
01919,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
01920,Debit,6,4,1,Late Delivery,Complete,Standard Class
01922,Debit,3,2,1,Late Delivery,Complete,Second Class
01923,Debit,4,2,1,Late Delivery,Complete,Second Class
01924,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
01925,Transfer,6,4,1,Late Delivery,Processing,Standard Class
01926,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01927,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
01928,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
01929,Transfer,5,4,1,Late Delivery,Processing,Standard Class
01930,Debit,0,0,0,Shipping On Time,Complete,Same Day
01931,Transfer,0,0,0,Shipping On Time,Pending,Same Day
01932,Debit,0,0,0,Shipping On Time,On Hold,Same Day
01935,Debit,6,4,1,Late Delivery,Complete,Standard Class
01936,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
01937,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
01938,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01939,Transfer,0,0,0,Shipping On Time,Pending,Same Day
01940,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
01941,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
01942,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
01943,Debit,4,4,0,Shipping On Time,Complete,Standard Class
01944,Debit,5,4,1,Late Delivery,Complete,Standard Class
01945,Transfer,2,1,1,Late Delivery,Processing,First Class
01946,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
01948,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
01949,Debit,5,4,1,Late Delivery,Complete,Standard Class
01950,Debit,6,4,1,Late Delivery,Complete,Standard Class
01951,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
01954,Debit,5,4,1,Late Delivery,Complete,Standard Class
01955,Cash,1,0,1,Late Delivery,Closed,Same Day
01956,Debit,1,0,1,Late Delivery,On Hold,Same Day
